power,	 Rx_OK,	 send_total,  RX_OK_Percent
-84	 1000	 1000	 100.0%
-85	 1000	 1000	 100.0%
-86	 999	 1000	 99.9%
-87	 1000	 1000	 100.0%
-88	 1000	 1000	 100.0%
-89	 1000	 1000	 100.0%
-90	 1000	 1000	 100.0%
-91	 1000	 1000	 100.0%
-92	 1000	 1000	 100.0%
-93	 1000	 1000	 100.0%
-94	 1000	 1000	 100.0%
-95	 1000	 1000	 100.0%
-96	 1000	 1000	 100.0%
-97	 1000	 1000	 100.0%
-98	 1000	 1000	 100.0%
-99	 1000	 1000	 100.0%
-100	 1000	 1000	 100.0%
-101	 1000	 1000	 100.0%
-102	 999	 1000	 99.9%
-103	 990	 1000	 99.0%
-104	 946	 1000	 94.6%
-105	 606	 1000	 60.6%
