power,	 Rx_OK,	 send_total,  RX_OK_Percent
-75	 1000	 1000	 100.0%
-76	 1000	 1000	 100.0%
-77	 1000	 1000	 100.0%
-78	 1000	 1000	 100.0%
-79	 1000	 1000	 100.0%
-80	 1000	 1000	 100.0%
-81	 1000	 1000	 100.0%
-82	 1000	 1000	 100.0%
-83	 1000	 1000	 100.0%
-84	 1000	 1000	 100.0%
-85	 1000	 1000	 100.0%
-86	 1000	 1000	 100.0%
-87	 1000	 1000	 100.0%
-88	 1000	 1000	 100.0%
-89	 1000	 1000	 100.0%
-90	 1000	 1000	 100.0%
-91	 1000	 1000	 100.0%
-92	 1000	 1000	 100.0%
-93	 981	 1000	 98.1%
-94	 921	 1000	 92.1%
-95	 677	 1000	 67.7%
