power,	 Rx_OK,	 send_total,  RX_OK_Percent
-67	 1000	 1000	 100.0%
-68	 1000	 1000	 100.0%
-69	 1000	 1000	 100.0%
-70	 1000	 1000	 100.0%
-71	 1000	 1000	 100.0%
-72	 1000	 1000	 100.0%
-73	 1000	 1000	 100.0%
-74	 1000	 1000	 100.0%
-75	 1000	 1000	 100.0%
-76	 1000	 1000	 100.0%
-77	 1000	 1000	 100.0%
-78	 1000	 1000	 100.0%
-79	 1000	 1000	 100.0%
-80	 1000	 1000	 100.0%
-81	 1000	 1000	 100.0%
-82	 999	 1000	 99.9%
-83	 997	 1000	 99.7%
-84	 989	 1000	 98.9%
-85	 948	 1000	 94.8%
-86	 789	 1000	 78.9%
