power,	 Rx_OK,	 send_total,  RX_OK_Percent
-59	 1000	 1000	 100.0%
-60	 1000	 1000	 100.0%
-61	 1000	 1000	 100.0%
-62	 1000	 1000	 100.0%
-63	 1000	 1000	 100.0%
-64	 1000	 1000	 100.0%
-65	 1000	 1000	 100.0%
-66	 1000	 1000	 100.0%
-67	 1000	 1000	 100.0%
-68	 1000	 1000	 100.0%
-69	 1000	 1000	 100.0%
-70	 1000	 1000	 100.0%
-71	 1000	 1000	 100.0%
-72	 1000	 1000	 100.0%
-73	 1000	 1000	 100.0%
-74	 999	 1000	 99.9%
-75	 998	 1000	 99.8%
-76	 960	 1000	 96.0%
-77	 901	 1000	 90.1%
-78	 -1	 1000	 -100%
-79	 204	 1000	 20.4%
