power,	 Rx_OK,	 send_total,  RX_OK_Percent
-64	 1000	 1000	 100.0%
-65	 997	 1000	 99.7%
-66	 1000	 1000	 100.0%
-67	 1000	 1000	 100.0%
-68	 1000	 1000	 100.0%
-69	 999	 1000	 99.9%
-70	 1000	 1000	 100.0%
-71	 1000	 1000	 100.0%
-72	 1000	 1000	 100.0%
-73	 1000	 1000	 100.0%
-74	 1000	 1000	 100.0%
-75	 1000	 1000	 100.0%
-76	 1000	 1000	 100.0%
-77	 1000	 1000	 100.0%
-78	 1000	 1000	 100.0%
-79	 999	 1000	 99.9%
-80	 1000	 1000	 100.0%
-81	 998	 1000	 99.8%
-82	 999	 1000	 99.9%
-83	 999	 1000	 99.9%
-84	 989	 1000	 98.9%
-85	 954	 1000	 95.4%
-86	 816	 1000	 81.6%
-87	 520	 1000	 52.0%
