power,	 Rx_OK,	 send_total,  RX_OK_Percent
-79	 999	 1000	 99.9%
-80	 1000	 1000	 100.0%
-81	 998	 1000	 99.8%
-82	 1000	 1000	 100.0%
-83	 1000	 1000	 100.0%
-84	 1000	 1000	 100.0%
-85	 1000	 1000	 100.0%
-86	 1000	 1000	 100.0%
-87	 999	 1000	 99.9%
-88	 1000	 1000	 100.0%
-89	 1000	 1000	 100.0%
-90	 1000	 1000	 100.0%
-91	 1000	 1000	 100.0%
-92	 1000	 1000	 100.0%
-93	 1000	 1000	 100.0%
-94	 1000	 1000	 100.0%
-95	 999	 1000	 99.9%
-96	 999	 1000	 99.9%
-97	 1000	 1000	 100.0%
-98	 999	 1000	 99.9%
-99	 1000	 1000	 100.0%
-100	 992	 1000	 99.2%
-101	 877	 1000	 87.7%
-102	 250	 1000	 25.0%
