power,	 Rx_OK,	 send_total,  RX_OK_Percent
-60	 999	 1000	 99.9%
-61	 1000	 1000	 100.0%
-62	 1000	 1000	 100.0%
-63	 1000	 1000	 100.0%
-64	 999	 1000	 99.9%
-65	 1000	 1000	 100.0%
-66	 1000	 1000	 100.0%
-67	 999	 1000	 99.9%
-68	 998	 1000	 99.8%
-69	 1000	 1000	 100.0%
-70	 1000	 1000	 100.0%
-71	 1000	 1000	 100.0%
-72	 1000	 1000	 100.0%
-73	 998	 1000	 99.8%
-74	 1000	 1000	 100.0%
-75	 999	 1000	 99.9%
-76	 991	 1000	 99.1%
-77	 965	 1000	 96.5%
-78	 876	 1000	 87.6%
-79	 674	 1000	 67.4%
