power,	 Rx_OK,	 send_total,  RX_OK_Percent
-79	 1000	 1000	 100.0%
-80	 1000	 1000	 100.0%
-81	 1000	 1000	 100.0%
-82	 1000	 1000	 100.0%
-83	 1000	 1000	 100.0%
-84	 1000	 1000	 100.0%
-85	 1000	 1000	 100.0%
-86	 1000	 1000	 100.0%
-87	 1000	 1000	 100.0%
-88	 1000	 1000	 100.0%
-89	 1000	 1000	 100.0%
-90	 1000	 1000	 100.0%
-91	 1000	 1000	 100.0%
-92	 1000	 1000	 100.0%
-93	 1000	 1000	 100.0%
-94	 1000	 1000	 100.0%
-95	 998	 1000	 99.8%
-96	 994	 1000	 99.4%
-97	 888	 1000	 88.8%
-98	 203	 1000	 20.3%
