power,	 Rx_OK,	 send_total,  RX_OK_Percent
-84	 1000	 1000	 100.0%
-85	 1000	 1000	 100.0%
-86	 1000	 1000	 100.0%
-87	 1000	 1000	 100.0%
-88	 1000	 1000	 100.0%
-89	 1000	 1000	 100.0%
-90	 1000	 1000	 100.0%
-91	 1000	 1000	 100.0%
-92	 1000	 1000	 100.0%
-93	 1000	 1000	 100.0%
-94	 1000	 1000	 100.0%
-95	 1000	 1000	 100.0%
-96	 1000	 1000	 100.0%
-97	 1000	 1000	 100.0%
-98	 999	 1000	 99.9%
-99	 1000	 1000	 100.0%
-100	 1000	 1000	 100.0%
-101	 992	 1000	 99.2%
-102	 902	 1000	 90.2%
-103	 502	 1000	 50.2%
