power,	 Rx_OK,	 send_total,  RX_OK_Percent
-67	 1000	 1000	 100.0%
-68	 1000	 1000	 100.0%
-69	 1000	 1000	 100.0%
-70	 1000	 1000	 100.0%
-71	 1000	 1000	 100.0%
-72	 1000	 1000	 100.0%
-73	 1000	 1000	 100.0%
-74	 1000	 1000	 100.0%
-75	 1000	 1000	 100.0%
-76	 1000	 1000	 100.0%
-77	 1000	 1000	 100.0%
-78	 1000	 1000	 100.0%
-79	 1000	 1000	 100.0%
-80	 1000	 1000	 100.0%
-81	 1000	 1000	 100.0%
-82	 1000	 1000	 100.0%
-83	 1000	 1000	 100.0%
-84	 1000	 1000	 100.0%
-85	 1000	 1000	 100.0%
-86	 996	 1000	 99.6%
-87	 965	 1000	 96.5%
-88	 831	 1000	 83.1%
-89	 382	 1000	 38.2%
