power,	 Rx_OK,	 send_total,  RX_OK_Percent
-79	 1000	 1000	 100.0%
-80	 1000	 1000	 100.0%
-81	 1000	 1000	 100.0%
-82	 1000	 1000	 100.0%
-83	 1000	 1000	 100.0%
-84	 1000	 1000	 100.0%
-85	 1000	 1000	 100.0%
-86	 1000	 1000	 100.0%
-87	 1000	 1000	 100.0%
-88	 1000	 1000	 100.0%
-89	 1000	 1000	 100.0%
-90	 1000	 1000	 100.0%
-91	 1000	 1000	 100.0%
-92	 1000	 1000	 100.0%
-93	 1000	 1000	 100.0%
-94	 1000	 1000	 100.0%
-95	 1000	 1000	 100.0%
-96	 1000	 1000	 100.0%
-97	 1000	 1000	 100.0%
-98	 996	 1000	 99.6%
-99	 990	 1000	 99.0%
-100	 921	 1000	 92.1%
-101	 564	 1000	 56.4%
